ROWNAME,VECTOR,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
upadhyay,0.0997113338573355 -0.0475588826780915 0.23157851851138 -0.0274482782903975 -0.512226080385738 -0.576023923352067 -0.313476342714379 0.0337732107876247 -0.772274966230025 -0.747315934928113 0.0153573173679392 -0.137807046931585 0.297983955066624 -0.226374927788991 0.15212404505582 0.280800585672735 0.347274098505589 0.273164383275006 -0.47889757529747 0.33008220551593 -0.114146836396137 0.373659735791909 -0.0522168833658807 0.0823896342121811 -0.471264880886733 0.317386462637178 -0.548999194346829 -0.119170547504643 -0.315056768157085 -0.144421749071243 0.1349713174171 0.161874824875968 0.437791738530525 -0.156777568204892 0.123025204414648 -0.192751612153421 -0.0206848254524732 0.7153539088557 -0.772152156976478 -0.508235222541414 0.475571888202962 0.187457205057166 -1.12685952153379 -0.582746927134941 0.236956175802498 -0.22242699389328 0.127643728718431 -0.451089942118311 -0.230616133282953 0.355135040596949,0.099711334,-0.047558883,0.231578519,-0.027448278,-0.51222608,-0.576023923,-0.313476343,0.033773211,-0.772274966,-0.747315935,0.015357317,-0.137807047,0.297983955,-0.226374928,0.152124045,0.280800586,0.347274099,0.273164383,-0.478897575,0.330082206,-0.114146836,0.373659736,-0.052216883,0.082389634,-0.471264881,0.317386463,-0.548999194,-0.119170548,-0.315056768,-0.144421749,0.134971317,0.161874825,0.437791739,-0.156777568,0.123025204,-0.192751612,-0.020684825,0.715353909,-0.772152157,-0.508235223,0.475571888,0.187457205,-1.126859522,-0.582746927,0.236956176,-0.222426994,0.127643729,-0.451089942,-0.230616133,0.355135041
usarray,-0.111557402560879 0.09638979147339 -0.629021925695105 -0.204033659338474 -0.340535130648368 -0.475313346926732 -0.141538543862598 0.461233541239408 0.522022266524555 -0.017424531516234 0.403668501481933 -0.418396042932148 -0.242082010315073 0.191874349499023 -0.885898232163235 0.0959615626308769 -0.547195349406954 0.610615594693825 -0.224032255778205 0.688955604326594 -0.39580186396737 -0.613327415577197 0.657628628892396 0.262259380980393 -0.676633184265796 -0.690986430093739 0.384647190263592 0.0301468223935986 0.33238180035009 0.645639199255395 0.353821035356817 0.174088501094798 0.127895607148072 0.291739799800212 -0.837766327219024 0.231570219794663 0.0723157446879433 -0.618129065315221 0.377044143843642 -0.0840589055345692 -0.696389943356519 0.510464338416388 -0.459369733747859 0.863901635785638 0.61803040192258 -0.227009250197295 -0.0277090595628201 0.503944228760324 0.283582169561582 -0.44697715593063,-0.111557403,0.096389791,-0.629021926,-0.204033659,-0.340535131,-0.475313347,-0.141538544,0.461233541,0.522022267,-0.017424532,0.403668501,-0.418396043,-0.24208201,0.191874349,-0.885898232,0.095961563,-0.547195349,0.610615595,-0.224032256,0.688955604,-0.395801864,-0.613327416,0.657628629,0.262259381,-0.676633184,-0.69098643,0.38464719,0.030146822,0.3323818,0.645639199,0.353821035,0.174088501,0.127895607,0.2917398,-0.837766327,0.23157022,0.072315745,-0.618129065,0.377044144,-0.084058906,-0.696389943,0.510464338,-0.459369734,0.863901636,0.618030402,-0.22700925,-0.02770906,0.503944229,0.28358217,-0.446977156
usbajls9kq,0.0497701418836255 -0.163059950083754 -1.08163869867049 0.594347113290665 0.183318295623552 -0.32939347577896 0.026017338745669 0.931889642160215 -0.299955003350339 0.100955912612738 -0.0292429820427075 -0.390235363673542 0.292254467870757 -0.774967802089618 -0.0939963535573018 -0.0256021045905417 0.430920093209693 0.393636282564366 -0.0873490638945768 0.747675149899778 -0.35994382105474 0.470675909697686 -0.517411207898317 0.164373315975925 0.400183103200404 0.0970710905058959 0.291689059108468 0.422126182755503 0.162115961747754 -0.357175042757151 0.154281981144703 0.344817353960444 -0.019155502955018 -0.489495203298498 0.316388541032417 0.208029487826368 -0.662863080373963 -0.106622432959529 0.474321378435211 0.198757517694129 0.364334066710362 0.0168126275263412 0.191831922327635 0.0680304104782223 -0.00139249068032784 0.812930069808075 0.459269456722805 0.599012883170541 -0.0772272718336413 -0.106959601216936,0.049770142,-0.16305995,-1.081638699,0.594347113,0.183318296,-0.329393476,0.026017339,0.931889642,-0.299955003,0.100955913,-0.029242982,-0.390235364,0.292254468,-0.774967802,-0.093996354,-0.025602105,0.430920093,0.393636283,-0.087349064,0.74767515,-0.359943821,0.47067591,-0.517411208,0.164373316,0.400183103,0.097071091,0.291689059,0.422126183,0.162115962,-0.357175043,0.154281981,0.344817354,-0.019155503,-0.489495203,0.316388541,0.208029488,-0.66286308,-0.106622433,0.474321378,0.198757518,0.364334067,0.016812628,0.191831922,0.06803041,-0.001392491,0.81293007,0.459269457,0.599012883,-0.077227272,-0.106959601
useless,0.830466524336593 0.507998450467231 0.720274625652813 -1.09288432823286 -0.402983424987239 0.714251145484922 0.0218703469911183 -0.294119820433332 -0.178231604592102 0.272462052345572 0.057030484543266 -0.717808303559739 -0.315431005645026 -0.640947022164515 0.0462352200484811 -0.212975743151666 -0.0869800816044537 -0.0109255216857001 -0.0299158772388159 -0.307605908399977 0.749700728248109 0.114578566682824 0.472857674748595 -0.0685988096006919 -0.539855027095708 0.310181926644667 0.583752997437631 -0.098369265809002 0.585695430470512 -0.746864029527262 0.465714936215303 -0.159910128585885 0.35249089824236 0.164516614488148 0.542187445222653 0.871956109376466 -0.171868850865138 0.0777665954045656 0.551987373802143 0.0559255473060866 -0.186949539514489 -0.0142742043576318 -1.05012206669658 -0.655577694441059 -0.63968602959943 0.353475262459334 0.0615266736252539 0.0811740976250704 0.279258370778206 0.420061768720799,0.830466524,0.50799845,0.720274626,-1.092884328,-0.402983425,0.714251145,0.021870347,-0.29411982,-0.178231605,0.272462052,0.057030485,-0.717808304,-0.315431006,-0.640947022,0.04623522,-0.212975743,-0.086980082,-0.010925522,-0.029915877,-0.307605908,0.749700728,0.114578567,0.472857675,-0.06859881,-0.539855027,0.310181927,0.583752997,-0.098369266,0.58569543,-0.74686403,0.465714936,-0.159910129,0.352490898,0.164516614,0.542187445,0.871956109,-0.171868851,0.077766595,0.551987374,0.055925547,-0.18694954,-0.014274204,-1.050122067,-0.655577694,-0.63968603,0.353475262,0.061526674,0.081174098,0.279258371,0.420061769
uzkgcednut,0.22404695989859 0.202197954369574 -0.00271436579058609 -0.0377749325430565 0.0857243450831967 -0.231432054179663 -0.111527851829488 -0.102677429064352 0.294424555018859 0.0468940798121842 -0.145551455297166 -0.705774134757017 -0.602500043133112 -0.185181816070389 0.149009003883141 0.00900930346406886 0.0646651588986395 0.179359879784632 0.287743584526017 0.198027347229464 -0.229163469479366 -0.501095411740567 -0.0671863547962921 0.503780348383531 -0.319628823607228 -0.420833069402004 0.0211859181823321 -0.497392984347099 -0.276926375872933 0.58800154305319 0.308169629990468 -0.443832393127347 -0.162601942992915 0.315985736599864 0.281356538464278 -0.631919258179401 -0.448336091737836 0.0862164576065547 -0.224291405388168 0.181598675587696 -0.696582308102583 0.210676038761545 -0.101041046997126 -0.159019889903025 -0.571549589330983 0.257829284847156 0.448551586429744 -0.00880115948513701 0.261762448847244 -0.368071543679022,0.22404696,0.202197954,-0.002714366,-0.037774933,0.085724345,-0.231432054,-0.111527852,-0.102677429,0.294424555,0.04689408,-0.145551455,-0.705774135,-0.602500043,-0.185181816,0.149009004,0.009009303,0.064665159,0.17935988,0.287743585,0.198027347,-0.229163469,-0.501095412,-0.067186355,0.503780348,-0.319628824,-0.420833069,0.021185918,-0.497392984,-0.276926376,0.588001543,0.30816963,-0.443832393,-0.162601943,0.315985737,0.281356538,-0.631919258,-0.448336092,0.086216458,-0.224291405,0.181598676,-0.696582308,0.210676039,-0.101041047,-0.15901989,-0.571549589,0.257829285,0.448551586,-0.008801159,0.261762449,-0.368071544
v7ii4jjrsa,0.561591228854148 0.221932699108268 -0.557419020304309 0.766793550607933 -0.170736013106282 -0.306843071061806 -0.407308985133197 -0.00410106401809617 -0.0366331922554107 0.181454563389825 -0.581384682934571 0.41975946023629 0.378642165231974 0.0220932519194291 0.372912662013211 0.213375923150757 -0.423143383877152 0.227232199296833 0.551765004945647 -0.0639343555790878 -0.609787039412346 -0.0853091050059962 -0.404286353947507 0.616313898452171 0.528361423044758 -0.548146876331118 -0.517279787229335 0.355638237023877 0.209626785193807 0.341546153111869 -0.442555568094968 0.214512685966745 0.268525901393523 0.00548149222794325 -0.560765778392433 -0.241527299897691 -0.647947308099562 -0.0933095735200086 0.121186252077453 0.66670560916173 -0.0027333993535944 -0.243476057393993 0.620440539217242 0.436294839187793 0.281493007986631 0.277457008135513 0.0488815034122685 -0.550685171529763 -0.616986927066014 -0.388526489247401,0.561591229,0.221932699,-0.55741902,0.766793551,-0.170736013,-0.306843071,-0.407308985,-0.004101064,-0.036633192,0.181454563,-0.581384683,0.41975946,0.378642165,0.022093252,0.372912662,0.213375923,-0.423143384,0.227232199,0.551765005,-0.063934356,-0.609787039,-0.085309105,-0.404286354,0.616313898,0.528361423,-0.548146876,-0.517279787,0.355638237,0.209626785,0.341546153,-0.442555568,0.214512686,0.268525901,0.005481492,-0.560765778,-0.2415273,-0.647947308,-0.093309574,0.121186252,0.666705609,-0.002733399,-0.243476057,0.620440539,0.436294839,0.281493008,0.277457008,0.048881503,-0.550685172,-0.616986927,-0.388526489
victims,0.406068493540047 -0.441717356849601 0.18507012569777 0.47931713003166 -0.314994709239283 -1.042039860341 0.402277886520279 -0.0800072083472834 -0.183545268769825 0.265788114229162 -0.797706730679333 -0.0616801300118244 0.442388333554374 0.455963421085072 -0.0402867535381822 0.403388857765634 0.444730578351531 0.406515257472258 0.104841662797048 -0.541888308474279 -0.851274050416292 -0.465083790421488 -0.42314074863326 -0.740512696226487 -0.224140365991229 0.0211761075040007 -0.148935725464077 -0.671274489274714 0.68821301732454 -0.385315600385045 -0.691006485856763 0.416931575497609 -0.0581378306025791 0.411308291960115 0.0344814902298698 -0.590186823183284 -0.545170201485654 -0.248357937810605 0.429758567785168 -0.347160615575593 0.585902321143285 -0.133895257758031 0.689238007126757 -0.616615048816645 0.387205582582259 0.181850930600021 -0.848560004886207 0.604730624536094 0.445317920756558 -0.698737808895992,0.406068494,-0.441717357,0.185070126,0.47931713,-0.314994709,-1.04203986,0.402277887,-0.080007208,-0.183545269,0.265788114,-0.797706731,-0.06168013,0.442388334,0.455963421,-0.040286754,0.403388858,0.444730578,0.406515257,0.104841663,-0.541888308,-0.85127405,-0.46508379,-0.423140749,-0.740512696,-0.224140366,0.021176108,-0.148935725,-0.671274489,0.688213017,-0.3853156,-0.691006486,0.416931575,-0.058137831,0.411308292,0.03448149,-0.590186823,-0.545170201,-0.248357938,0.429758568,-0.347160616,0.585902321,-0.133895258,0.689238007,-0.616615049,0.387205583,0.181850931,-0.848560005,0.604730625,0.445317921,-0.698737809
visualization,0.422681276478905 0.117110057606259 0.208425462527358 0.12170571538508 -0.0946401913531828 -0.256265488471488 0.171004931625938 -0.159060241435772 0.304177506272528 0.48332567419867 -0.0433500912837905 0.557828942662602 -0.335871081031908 -0.206801430148978 0.817722883379897 -0.441494846248206 -0.654708694708945 -0.0473234978153039 -0.240312229999562 -0.463055618936041 0.0614222310397204 -0.304661057505265 0.254904967781387 -0.622774673517301 -0.358583763795915 -0.590955106307295 -0.428170870399361 0.292391206803383 -0.095372289672083 0.533083463145217 0.0318522838595139 -0.658797909118496 -0.257509917718488 0.0164829524639753 -0.268407885870601 0.139025700898834 0.68174869733504 0.47156813803651 0.685150961707254 0.102756239014294 -0.105173966345306 0.374754968104743 -0.144191986831737 -0.537570521195678 -0.472906186826533 -0.0689899694312543 0.16230566311038 -0.0208512823870452 0.108204735735574 -0.401779807155395,0.422681276,0.117110058,0.208425463,0.121705715,-0.094640191,-0.256265488,0.171004932,-0.159060241,0.304177506,0.483325674,-0.043350091,0.557828943,-0.335871081,-0.20680143,0.817722883,-0.441494846,-0.654708695,-0.047323498,-0.24031223,-0.463055619,0.061422231,-0.304661058,0.254904968,-0.622774674,-0.358583764,-0.590955106,-0.42817087,0.292391207,-0.09537229,0.533083463,0.031852284,-0.658797909,-0.257509918,0.016482952,-0.268407886,0.139025701,0.681748697,0.471568138,0.685150962,0.102756239,-0.105173966,0.374754968,-0.144191987,-0.537570521,-0.472906187,-0.068989969,0.162305663,-0.020851282,0.108204736,-0.401779807
volcano,-0.318366470170835 -0.921493259969063 -0.0942154048605788 0.438917986169956 0.10144921051613 0.535204186447113 0.0549016657185562 -0.426398197998701 0.421216456475676 -0.597568161794115 -0.566820446392482 -0.0195743174481619 -0.0958115235092545 -0.287569346534109 0.455293230262472 0.283794112448357 0.27590660331672 0.292781019450503 -0.215063415405489 0.876698712572149 0.436252277522572 -0.0970726219794909 -0.0889064096570443 -0.140389008689089 -0.283989332933664 -0.31380564231326 -0.361488840158439 -0.498644400341854 0.288238326249411 -0.557635228966882 -0.224577015029786 0.372403063810743 -0.249505734483578 -0.24170795627155 -0.632172562117136 0.200519669738194 0.421100440420911 -0.730988331587948 -0.627169087012804 0.235665189411021 0.429863626607406 -0.374087706473194 -0.600985307691582 0.173538218296576 -0.329438144898562 -0.309774933936714 0.587849142944816 0.0357933752590592 -0.379407460036532 -0.672522484115739,-0.31836647,-0.92149326,-0.094215405,0.438917986,0.101449211,0.535204186,0.054901666,-0.426398198,0.421216456,-0.597568162,-0.566820446,-0.019574317,-0.095811524,-0.287569347,0.45529323,0.283794112,0.275906603,0.292781019,-0.215063415,0.876698713,0.436252278,-0.097072622,-0.08890641,-0.140389009,-0.283989333,-0.313805642,-0.36148884,-0.4986444,0.288238326,-0.557635229,-0.224577015,0.372403064,-0.249505734,-0.241707956,-0.632172562,0.20051967,0.42110044,-0.730988332,-0.627169087,0.235665189,0.429863627,-0.374087706,-0.600985308,0.173538218,-0.329438145,-0.309774934,0.587849143,0.035793375,-0.37940746,-0.672522484
volunteer,0.227977371381772 0.294516368641521 0.0280365108161185 0.830830061534055 -0.650329935853439 0.127926849721042 -0.0840981752424138 -0.234515890797628 -0.589281256875894 -0.665264109009079 0.735357073665319 0.176602586237759 -0.0546936486856888 0.209780492054468 0.468729761131867 -0.0149673428510933 0.641549869512675 -0.457874822000107 -0.129783530158203 0.113941673703374 -0.702673715017915 0.0868933467903144 0.776738231782064 0.0260321021427498 -0.253390313845031 -0.187321381780014 0.0215087149274798 0.595211097470121 -0.113599747971094 -0.849052227164809 0.334675987593382 -0.453520902804119 -0.227310114220876 -0.288241790154486 0.613672564563906 0.28998090678516 0.119188749734079 0.0374969867249957 0.127269039272681 0.384683307296611 0.580446438578583 0.265603392463958 -0.525777684446834 -0.0129305385449668 -0.331862357447312 0.134456817294028 0.551224347452863 0.10639912710731 -0.0132436992296824 -0.145738286327055,0.227977371,0.294516369,0.028036511,0.830830062,-0.650329936,0.12792685,-0.084098175,-0.234515891,-0.589281257,-0.665264109,0.735357074,0.176602586,-0.054693649,0.209780492,0.468729761,-0.014967343,0.64154987,-0.457874822,-0.12978353,0.113941674,-0.702673715,0.086893347,0.776738232,0.026032102,-0.253390314,-0.187321382,0.021508715,0.595211097,-0.113599748,-0.849052227,0.334675988,-0.453520903,-0.227310114,-0.28824179,0.613672565,0.289980907,0.11918875,0.037496987,0.127269039,0.384683307,0.580446439,0.265603392,-0.525777684,-0.012930539,-0.331862357,0.134456817,0.551224347,0.106399127,-0.013243699,-0.145738286
wake,-0.108311349451846 0.702368049290982 -0.157656944406014 0.334774558600093 0.949656408793692 -0.83092777339829 -0.0439928557851465 -0.0288669163544289 -0.862730337703578 0.0311848821852662 -0.296587520638469 0.332683508299538 -0.612197266090497 0.551663796493963 0.699778690999825 0.294184956925376 -0.310097947161286 -0.159087435895792 -0.513663465666203 0.0304811369152151 0.427474737123428 -0.0887231824750722 -0.605289849548982 -0.679651149787309 0.375951998040272 -0.00644885351466789 -0.400489316707026 0.41220647094696 0.264041389683424 -0.639573717571446 0.514422132782892 -0.579315235347448 -0.107567549533124 -0.563164607693928 -0.567035804204307 0.0522321436996231 -0.312459423663535 1.10028683165623 0.0451450117450794 -0.640846508065501 -0.34125376726052 -0.403807368558928 0.288266928442227 -0.633079321470959 0.792055439112304 0.428767102496621 -0.174717218982831 -0.64735410930168 0.651981272270892 0.468249341047825,-0.108311349,0.702368049,-0.157656944,0.334774559,0.949656409,-0.830927773,-0.043992856,-0.028866916,-0.862730338,0.031184882,-0.296587521,0.332683508,-0.612197266,0.551663796,0.699778691,0.294184957,-0.310097947,-0.159087436,-0.513663466,0.030481137,0.427474737,-0.088723182,-0.60528985,-0.67965115,0.375951998,-0.006448854,-0.400489317,0.412206471,0.26404139,-0.639573718,0.514422133,-0.579315235,-0.10756755,-0.563164608,-0.567035804,0.052232144,-0.312459424,1.100286832,0.045145012,-0.640846508,-0.341253767,-0.403807369,0.288266928,-0.633079321,0.792055439,0.428767102,-0.174717219,-0.647354109,0.651981272,0.468249341
welcometomemphis,0.298532981425129 0.139402854277828 0.174108982574159 -0.340408075586281 -0.865678052622347 0.323634491723623 0.739912794056035 -0.610776408461353 0.590419261457225 0.700564055050529 0.205178967940704 -0.404648402554266 -0.0921227489184211 0.111918025613135 -0.53601491876991 -0.464827460423283 -0.0454649622334751 0.214097520354387 0.093182406445088 -0.337244191894926 -0.131984204210415 -0.376653888661002 0.555290812763634 0.318945665021642 -0.512105458406842 -0.535146503322795 0.720470275303742 0.316633417690217 0.0719497480658999 0.21527598966531 -0.779212786606092 0.671167193786317 0.712832326829366 0.809475258701624 0.129136712396948 -0.650824971465559 -0.455201258343689 0.774711493088158 -0.795161130583392 -0.126896058710816 -0.480743684216854 0.0181640772201267 -0.595985953430912 0.69548878304221 -0.40971949904569 -0.0645062773022484 0.858210926706486 0.462284429505643 -0.708166284786538 0.899604602725935,0.298532981,0.139402854,0.174108983,-0.340408076,-0.865678053,0.323634492,0.739912794,-0.610776408,0.590419261,0.700564055,0.205178968,-0.404648403,-0.092122749,0.111918026,-0.536014919,-0.46482746,-0.045464962,0.21409752,0.093182406,-0.337244192,-0.131984204,-0.376653889,0.555290813,0.318945665,-0.512105458,-0.535146503,0.720470275,0.316633418,0.071949748,0.21527599,-0.779212787,0.671167194,0.712832327,0.809475259,0.129136712,-0.650824971,-0.455201258,0.774711493,-0.795161131,-0.126896059,-0.480743684,0.018164077,-0.595985953,0.695488783,-0.409719499,-0.064506277,0.858210927,0.46228443,-0.708166285,0.899604603
with96,0.875925743911723 -0.0535307019418229 -0.185763301131801 0.190264318061277 0.357743217308241 -0.0221801958278896 0.157840786674036 0.778725289609683 -0.752817707466074 0.647053709136338 -0.103209158356879 0.406756252985858 0.140931311315075 0.0574959983761391 -0.660697657943703 -0.0249715510445786 -0.325269502853976 0.176751819083506 -0.638735365690422 0.0119560731883351 0.435371012895923 0.0408837710287292 -0.0413327243076643 0.246163883143512 0.483989388705802 -0.283767478114631 0.141196085100449 -0.558981155547459 0.600165370900341 0.0395303821390309 0.717203635831008 -0.0825785933298796 -0.227432953368337 0.149577896168773 -0.327674511456842 0.303155113750181 -0.527698805000885 -0.197098163818864 0.259629742524259 -0.0140516602187601 0.706978563106627 0.334976941218318 -0.0570542757033611 -0.0850395545247143 0.14591884204517 0.0144900996407062 -0.533868715927892 0.371864538470036 -0.316659864300243 -0.662245419661503,0.875925744,-0.053530702,-0.185763301,0.190264318,0.357743217,-0.022180196,0.157840787,0.77872529,-0.752817707,0.647053709,-0.103209158,0.406756253,0.140931311,0.057495998,-0.660697658,-0.024971551,-0.325269503,0.176751819,-0.638735366,0.011956073,0.435371013,0.040883771,-0.041332724,0.246163883,0.483989389,-0.283767478,0.141196085,-0.558981156,0.600165371,0.039530382,0.717203636,-0.082578593,-0.227432953,0.149577896,-0.327674511,0.303155114,-0.527698805,-0.197098164,0.259629743,-0.01405166,0.706978563,0.334976941,-0.057054276,-0.085039555,0.145918842,0.0144901,-0.533868716,0.371864538,-0.316659864,-0.66224542
wonderful,-0.238549983578248 -0.538988269099948 -0.954066240286286 -0.767752752306591 0.0733732471090672 -0.149239280770807 0.133026391273711 -0.332706349424425 -0.114279882901228 -0.221342504537394 -0.0603626291267164 -0.50349276416835 -0.640887086124425 -0.114625845327816 0.628206802657207 -0.168376075629198 0.22691520450795 0.593649739811503 0.549255276667133 0.370312381442429 -0.0575484644723942 -0.399154028866563 0.209257016482537 0.682009007492127 0.0142888173891598 -0.00230553272001804 -0.153389092317615 -0.216803834908469 0.162907513215495 0.348721040477499 0.0499220800934441 -0.0715923899914696 -0.0809982977933559 0.167908815180679 0.298444806793598 0.480419302754296 -0.401057488440934 -0.0672054487223091 -0.642264989149437 0.566541075887632 0.135009326572018 -0.103084387989834 -0.12988043656527 -0.0411427117315796 -0.43721266345994 -0.303189157618499 -0.241552402226864 0.727232355659582 -0.612847074883555 0.168323422347266,-0.238549984,-0.538988269,-0.95406624,-0.767752752,0.073373247,-0.149239281,0.133026391,-0.332706349,-0.114279883,-0.221342505,-0.060362629,-0.503492764,-0.640887086,-0.114625845,0.628206803,-0.168376076,0.226915205,0.59364974,0.549255277,0.370312381,-0.057548464,-0.399154029,0.209257016,0.682009007,0.014288817,-0.002305533,-0.153389092,-0.216803835,0.162907513,0.34872104,0.04992208,-0.07159239,-0.080998298,0.167908815,0.298444807,0.480419303,-0.401057488,-0.067205449,-0.642264989,0.566541076,0.135009327,-0.103084388,-0.129880437,-0.041142712,-0.437212663,-0.303189158,-0.241552402,0.727232356,-0.612847075,0.168323422
worldwide,0.0481586282430862 -0.335342120292011 -0.410099502194855 -0.653129399292421 -0.178653214270131 0.647569540685332 -0.0666116245240291 0.481561528651317 -0.424295651679511 0.499993077384003 -0.070208867321767 -0.217106611004848 0.353857277603209 0.472657396249878 -0.748660282308825 -0.231096263415491 0.175965315242582 0.437806323821059 -0.768960299485707 -0.393207159303705 0.0787794508758001 -0.259059310463769 0.750361194928088 -0.159475650762568 0.239087371644849 0.490741928591585 -0.042348787757979 0.231255272230023 0.532750250224214 -0.619478126527255 -0.19899503616934 0.678323876075294 -0.0274462125991176 -0.460873883043415 -0.258734441077089 0.577783327933274 0.124918281244051 0.258902415869773 0.118519945436442 -0.385962660475724 0.0331945272739762 0.0864785131941756 -0.87039853240131 -0.154676172972786 0.425847450981878 0.0512788758023428 0.0991017418422725 -0.239145402555811 -0.71066842680208 0.0791509416105594,0.048158628,-0.33534212,-0.410099502,-0.653129399,-0.178653214,0.647569541,-0.066611625,0.481561529,-0.424295652,0.499993077,-0.070208867,-0.217106611,0.353857278,0.472657396,-0.748660282,-0.231096263,0.175965315,0.437806324,-0.768960299,-0.393207159,0.078779451,-0.25905931,0.750361195,-0.159475651,0.239087372,0.490741929,-0.042348788,0.231255272,0.53275025,-0.619478127,-0.198995036,0.678323876,-0.027446213,-0.460873883,-0.258734441,0.577783328,0.124918281,0.258902416,0.118519945,-0.38596266,0.033194527,0.086478513,-0.870398532,-0.154676173,0.425847451,0.051278876,0.099101742,-0.239145403,-0.710668427,0.079150942
worried,-0.278605036002992 -0.000195506400655576 0.403184143580006 0.125891640607178 -0.766672411710351 0.0429184632079729 -0.0979945215128018 0.397673241532456 -0.528421496132211 0.561721651442149 0.307443825728519 -0.227518945681376 -0.0688141813156196 -0.308147245528707 -0.295295691491486 -0.27819639349832 0.267124019104141 -0.637153793540915 0.523676047443661 0.264598303253866 -0.582927810928683 -0.166192614539769 0.358306664510071 -0.397863073804763 -0.579642095563904 0.615627102591401 0.462296544917816 0.0861363742806252 0.270385091692328 0.834322657712618 0.684795814129264 0.348937374419746 0.260055758219142 -0.312104490520809 0.275503536179075 0.725654442778679 0.457475036442344 0.725925036543067 0.0186407148033862 0.122312275315186 -0.735768078051266 -0.254078695739543 -0.0903957707792427 0.665090177383763 0.645554977191743 -0.0762387500838995 -0.259267339773407 0.838642961759916 -0.586186882689425 -0.264399655237808,-0.278605036,-0.000195506,0.403184144,0.125891641,-0.766672412,0.042918463,-0.097994522,0.397673242,-0.528421496,0.561721651,0.307443826,-0.227518946,-0.068814181,-0.308147246,-0.295295691,-0.278196393,0.267124019,-0.637153794,0.523676047,0.264598303,-0.582927811,-0.166192615,0.358306665,-0.397863074,-0.579642096,0.615627103,0.462296545,0.086136374,0.270385092,0.834322658,0.684795814,0.348937374,0.260055758,-0.312104491,0.275503536,0.725654443,0.457475036,0.725925037,0.018640715,0.122312275,-0.735768078,-0.254078696,-0.090395771,0.665090177,0.645554977,-0.07623875,-0.25926734,0.838642962,-0.586186883,-0.264399655
wrongs,0.38735463988823 0.403387254646209 0.0965886281935656 0.217484343053026 0.917300949320404 -0.0478240183364666 0.854293863403234 -0.180301132187071 0.45983574222504 0.378137787058128 0.433630553992823 -0.246905010395144 0.410035561758925 0.14727547528426 -0.360318964618198 -0.00147747290724833 -0.0533085637470366 -0.669850568454242 0.180192541965695 -0.343046941146895 -0.458869146292264 0.747216429767626 0.0280134780845665 0.00640415098440522 -0.152919787829601 -0.286751340138163 -0.0844111645660147 0.0749055234533574 0.777481769720047 -0.638537234529149 -0.18424915512675 0.150393254438179 0.0642387161842844 0.220645009902599 -0.536453823926625 -0.251422080009374 0.139116832105459 0.422406609356551 -0.818564555908141 -0.419522653464011 0.05335381660138 0.661854076782098 0.102813784097917 -0.0532264901743284 0.611174611638608 -0.417202257626347 -0.0510526165181059 -0.00472144120543005 0.0474383192576388 0.123415402957609,0.38735464,0.403387255,0.096588628,0.217484343,0.917300949,-0.047824018,0.854293863,-0.180301132,0.459835742,0.378137787,0.433630554,-0.24690501,0.410035562,0.147275475,-0.360318965,-0.001477473,-0.053308564,-0.669850568,0.180192542,-0.343046941,-0.458869146,0.74721643,0.028013478,0.006404151,-0.152919788,-0.28675134,-0.084411165,0.074905523,0.77748177,-0.638537235,-0.184249155,0.150393254,0.064238716,0.22064501,-0.536453824,-0.25142208,0.139116832,0.422406609,-0.818564556,-0.419522653,0.053353817,0.661854077,0.102813784,-0.05322649,0.611174612,-0.417202258,-0.051052617,-0.004721441,0.047438319,0.123415403
wzbfdqga,0.386838912224517 -0.782510001861494 0.258238175030327 -0.1231390875807 -0.239744524278806 0.358597612943079 0.239158347713229 0.012886592508695 0.765916926222143 -0.157961603805121 0.0677453011475015 -0.353908723634278 0.274868194314862 0.0149073293449424 -0.312529768888083 0.0801177510628502 -0.658327443093254 0.217756726012172 -0.373359783927494 0.0268828337372511 -0.236900220008929 0.201930616243783 0.294783441446062 0.262271619873618 -0.530262947016215 0.00184360735162109 0.362692010375521 0.105653617261522 -0.34611404322934 0.63757884635719 0.597016666353627 0.3476473617809 -0.0215715154367238 -0.498902457750602 -0.834603641016209 -0.197822292639686 -0.81363801164689 -0.128979336770867 -0.752533166266816 0.213166215460619 0.747354372055467 -0.0376870076309743 0.162274986880686 0.00266963052487057 0.671797467252343 -0.15049765445526 -0.0496478022982443 -0.283042852366472 0.536871170525658 0.921223788200236,0.386838912,-0.782510002,0.258238175,-0.123139088,-0.239744524,0.358597613,0.239158348,0.012886593,0.765916926,-0.157961604,0.067745301,-0.353908724,0.274868194,0.014907329,-0.312529769,0.080117751,-0.658327443,0.217756726,-0.373359784,0.026882834,-0.23690022,0.201930616,0.294783441,0.26227162,-0.530262947,0.001843607,0.36269201,0.105653617,-0.346114043,0.637578846,0.597016666,0.347647362,-0.021571515,-0.498902458,-0.834603641,-0.197822293,-0.813638012,-0.128979337,-0.752533166,0.213166215,0.747354372,-0.037687008,0.162274987,0.002669631,0.671797467,-0.150497654,-0.049647802,-0.283042852,0.536871171,0.921223788
